gene	gene_input	gene_recovered_from_excel_date	human_gene_id	mapping_method	current_human_symbol
TMPPE	TMPPE	False	643853	official_exact	TMPPE
CRTAP	CRTAP	False	10491	official_exact	CRTAP
AC112211.1	AC112211.1	False		unresolved_or_ambiguous	
SUSD5	SUSD5	False	26032	official_exact	SUSD5
FBXL2	FBXL2	False	25827	official_exact	FBXL2
UBP1	UBP1	False	7342	official_exact	UBP1
CLASP2	CLASP2	False	23122	official_exact	CLASP2
AC112220.2	AC112220.2	False		unresolved_or_ambiguous	
PDCD6IP	PDCD6IP	False	10015	official_exact	PDCD6IP
LINC01811	LINC01811	False	101928114	official_exact	LINC01811
AC123023.2	AC123023.2	False		unresolved_or_ambiguous	
AC123023.1	AC123023.1	False		unresolved_or_ambiguous	
AC018359.1	AC018359.1	False		unresolved_or_ambiguous	
AC007483.1	AC007483.1	False		unresolved_or_ambiguous	
ARPP21	ARPP21	False	10777	official_exact	ARPP21
ARPP21-AS1	ARPP21-AS1	False	100874098	official_exact	ARPP21-AS1
STAC	STAC	False	6769	official_exact	STAC
DCLK3	DCLK3	False	85443	official_exact	DCLK3
LINC02033	LINC02033	False	105377031	official_exact	LINC02033
TRANK1	TRANK1	False	9881	official_exact	TRANK1
AC011816.2	AC011816.2	False		unresolved_or_ambiguous	
EPM2AIP1	EPM2AIP1	False	9852	official_exact	EPM2AIP1
MLH1	MLH1	False	4292	official_exact	MLH1
LRRFIP2	LRRFIP2	False	9209	official_exact	LRRFIP2
AC126118.1	AC126118.1	False		unresolved_or_ambiguous	
AC097359.3	AC097359.3	False		unresolved_or_ambiguous	
AC097359.2	AC097359.2	False		unresolved_or_ambiguous	
GOLGA4	GOLGA4	False	2803	official_exact	GOLGA4
C3orf35	C3orf35	False	339883	unique_synonym	APRG1
ITGA9	ITGA9	False	3680	official_exact	ITGA9
ITGA9-AS1	ITGA9-AS1	False	101928153	official_exact	ITGA9-AS1
CTDSPL	CTDSPL	False	10217	official_exact	CTDSPL
VILL	VILL	False	50853	official_exact	VILL
PLCD1	PLCD1	False	5333	official_exact	PLCD1
DLEC1	DLEC1	False	9940	official_exact	DLEC1
ACAA1	ACAA1	False	30	official_exact	ACAA1
MYD88	MYD88	False	4615	official_exact	MYD88
OXSR1	OXSR1	False	9943	official_exact	OXSR1
SLC22A13	SLC22A13	False	9390	official_exact	SLC22A13
SLC22A14	SLC22A14	False	9389	official_exact	SLC22A14
XYLB	XYLB	False	9942	official_exact	XYLB
ACVR2B-AS1	ACVR2B-AS1	False	100128640	official_exact	ACVR2B-AS1
ACVR2B	ACVR2B	False	93	official_exact	ACVR2B
EXOG	EXOG	False	9941	official_exact	EXOG
SCN5A	SCN5A	False	6331	official_exact	SCN5A
SCN10A	SCN10A	False	6336	official_exact	SCN10A
AC116038.1	AC116038.1	False		unresolved_or_ambiguous	
SCN11A	SCN11A	False	11280	official_exact	SCN11A
WDR48	WDR48	False	57599	official_exact	WDR48
GORASP1	GORASP1	False	64689	official_exact	GORASP1
TTC21A	TTC21A	False	199223	official_exact	TTC21A
CSRNP1	CSRNP1	False	64651	official_exact	CSRNP1
AC092053.3	AC092053.3	False		unresolved_or_ambiguous	
AC092053.2	AC092053.2	False		unresolved_or_ambiguous	
AC092053.4	AC092053.4	False		unresolved_or_ambiguous	
XIRP1	XIRP1	False	165904	official_exact	XIRP1
AC092053.6	AC092053.6	False		unresolved_or_ambiguous	
AC092053.5	AC092053.5	False		unresolved_or_ambiguous	
CX3CR1	CX3CR1	False	1524	official_exact	CX3CR1
AC104850.2	AC104850.2	False		unresolved_or_ambiguous	
CCR8	CCR8	False	1237	official_exact	CCR8
SLC25A38	SLC25A38	False	54977	official_exact	SLC25A38
RPSA	RPSA	False	3921	official_exact	RPSA
AC099332.2	AC099332.2	False		unresolved_or_ambiguous	
AC099332.1	AC099332.1	False		unresolved_or_ambiguous	
MOBP	MOBP	False	4336	official_exact	MOBP
AC092058.1	AC092058.1	False		unresolved_or_ambiguous	
MYRIP	MYRIP	False	25924	official_exact	MYRIP
EIF1B-AS1	EIF1B-AS1	False	440952	official_exact	EIF1B-AS1
EIF1B	EIF1B	False	10289	official_exact	EIF1B
ENTPD3-AS1	ENTPD3-AS1	False	285266	official_exact	ENTPD3-AS1
ENTPD3	ENTPD3	False	956	official_exact	ENTPD3
RPL14	RPL14	False	9045	official_exact	RPL14
ZNF619	ZNF619	False	285267	official_exact	ZNF619
ZNF620	ZNF620	False	253639	official_exact	ZNF620
ZNF621	ZNF621	False	285268	official_exact	ZNF621
AC122683.1	AC122683.1	False		unresolved_or_ambiguous	
AC099560.1	AC099560.1	False		unresolved_or_ambiguous	
AC099541.2	AC099541.2	False		unresolved_or_ambiguous	
AC099541.1	AC099541.1	False		unresolved_or_ambiguous	
AC009743.1	AC009743.1	False		unresolved_or_ambiguous	
CTNNB1	CTNNB1	False	1499	official_exact	CTNNB1
ULK4	ULK4	False	54986	official_exact	ULK4
TRAK1	TRAK1	False	22906	official_exact	TRAK1
CCK	CCK	False	885	official_exact	CCK
AC018358.1	AC018358.1	False		unresolved_or_ambiguous	
LYZL4	LYZL4	False	131375	official_exact	LYZL4
VIPR1	VIPR1	False	7433	official_exact	VIPR1
VIPR1-AS1	VIPR1-AS1	False	100874007	official_exact	VIPR1-AS1
SEC22C	SEC22C	False	9117	official_exact	SEC22C
SS18L2	SS18L2	False	51188	official_exact	SS18L2
NKTR	NKTR	False	4820	official_exact	NKTR
AC006059.1	AC006059.1	False		unresolved_or_ambiguous	
ZBTB47	ZBTB47	False	92999	official_exact	ZBTB47
AC006059.5	AC006059.5	False		unresolved_or_ambiguous	
KLHL40	KLHL40	False	131377	official_exact	KLHL40
HHATL	HHATL	False	57467	official_exact	HHATL
HHATL-AS1	HHATL-AS1	False	100874044	official_exact	HHATL-AS1
CCDC13	CCDC13	False	152206	official_exact	CCDC13
AC006059.4	AC006059.4	False		unresolved_or_ambiguous	
CCDC13-AS1	CCDC13-AS1	False	100874114	official_exact	CCDC13-AS1
LINC02158	LINC02158	False	729083	unique_synonym	CCDC13-AS2
HIGD1A	HIGD1A	False	25994	official_exact	HIGD1A
AC099329.1	AC099329.1	False		unresolved_or_ambiguous	
ACKR2	ACKR2	False	1238	official_exact	ACKR2
AC099329.2	AC099329.2	False		unresolved_or_ambiguous	
KRBOX1	KRBOX1	False	100506243	unique_synonym	KRABD1
CYP8B1	CYP8B1	False	1582	official_exact	CYP8B1
ZNF662	ZNF662	False	389114	official_exact	ZNF662
KRBOX1-AS1	KRBOX1-AS1	False	100506275	unique_synonym	KRABD1-AS1
GASK1A	GASK1A	False	729085	official_exact	GASK1A
POMGNT2	POMGNT2	False	84892	official_exact	POMGNT2
AC092042.1	AC092042.1	False		unresolved_or_ambiguous	
AC092042.4	AC092042.4	False		unresolved_or_ambiguous	
SNRK	SNRK	False	54861	official_exact	SNRK
SNRK-AS1	SNRK-AS1	False	100873954	official_exact	SNRK-AS1
ANO10	ANO10	False	55129	official_exact	ANO10
ABHD5	ABHD5	False	51099	official_exact	ABHD5
AC006055.1	AC006055.1	False		unresolved_or_ambiguous	
AC006058.2	AC006058.2	False		unresolved_or_ambiguous	
AC006058.3	AC006058.3	False		unresolved_or_ambiguous	
AC006058.1	AC006058.1	False		unresolved_or_ambiguous	
TOPAZ1	TOPAZ1	False	375337	official_exact	TOPAZ1
AC104187.1	AC104187.1	False		unresolved_or_ambiguous	
TCAIM	TCAIM	False	285343	official_exact	TCAIM
LINC01988	LINC01988	False	100506319	official_exact	LINC01988
ZNF445	ZNF445	False	353274	official_exact	ZNF445
ZNF852	ZNF852	False	285346	official_exact	ZNF852
ZKSCAN7	ZKSCAN7	False	55888	official_exact	ZKSCAN7
ZKSCAN7-AS1	ZKSCAN7-AS1	False	112840933	official_exact	ZKSCAN7-AS1
ZNF660	ZNF660	False	285349	official_exact	ZNF660
ZNF197	ZNF197	False	10168	official_exact	ZNF197
ZNF197-AS1	ZNF197-AS1	False	100874094	official_exact	ZNF197-AS1
ZNF35	ZNF35	False	7584	official_exact	ZNF35
AC124045.1	AC124045.1	False		unresolved_or_ambiguous	
ZNF502	ZNF502	False	91392	official_exact	ZNF502
ZNF501	ZNF501	False	115560	official_exact	ZNF501
KIAA1143	KIAA1143	False	57456	official_exact	KIAA1143
KIF15	KIF15	False	56992	official_exact	KIF15
TMEM42	TMEM42	False	131616	official_exact	TMEM42
TGM4	TGM4	False	7047	official_exact	TGM4
AC098649.1	AC098649.1	False		unresolved_or_ambiguous	
ZDHHC3	ZDHHC3	False	51304	official_exact	ZDHHC3
EXOSC7	EXOSC7	False	23016	official_exact	EXOSC7
CLEC3B	CLEC3B	False	7123	official_exact	CLEC3B
CDCP1	CDCP1	False	64866	official_exact	CDCP1
TMEM158	TMEM158	False	25907	official_exact	TMEM158
LARS2	LARS2	False	23395	official_exact	LARS2
LARS2-AS1	LARS2-AS1	False	100885795	official_exact	LARS2-AS1
LIMD1	LIMD1	False	8994	official_exact	LIMD1
LIMD1-AS1	LIMD1-AS1	False	644714	official_exact	LIMD1-AS1
SACM1L	SACM1L	False	22908	official_exact	SACM1L
SLC6A20	SLC6A20	False	54716	official_exact	SLC6A20
LZTFL1	LZTFL1	False	54585	official_exact	LZTFL1
AC099782.2	AC099782.2	False		unresolved_or_ambiguous	
CCR9	CCR9	False	10803	official_exact	CCR9
FYCO1	FYCO1	False	79443	official_exact	FYCO1
CXCR6	CXCR6	False	10663	official_exact	CXCR6
XCR1	XCR1	False	2829	official_exact	XCR1
CCR3	CCR3	False	1232	official_exact	CCR3
CCR1	CCR1	False	1230	official_exact	CCR1
CCR2	CCR2	False	729230	official_exact	CCR2
CCR5AS	CCR5AS	False	102724297	official_exact	CCR5AS
CCR5	CCR5	False	1234	official_exact	CCR5
CCRL2	CCRL2	False	9034	official_exact	CCRL2
LINC02009	LINC02009	False	105377068	official_exact	LINC02009
LTF	LTF	False	4057	official_exact	LTF
RTP3	RTP3	False	83597	official_exact	RTP3
LRRC2	LRRC2	False	79442	official_exact	LRRC2
LRRC2-AS1	LRRC2-AS1	False	83598	official_exact	LRRC2-AS1
TDGF1	TDGF1	False		unresolved_or_ambiguous	
FAM240A	FAM240A	False	100132146	official_exact	FAM240A
AC104304.3	AC104304.3	False		unresolved_or_ambiguous	
ALS2CL	ALS2CL	False	259173	official_exact	ALS2CL
TMIE	TMIE	False	259236	official_exact	TMIE
PRSS45P	PRSS45P	False	377047	official_exact	PRSS45P
MYL3	MYL3	False	4634	official_exact	MYL3
PTH1R	PTH1R	False	5745	official_exact	PTH1R
CCDC12	CCDC12	False	151903	official_exact	CCDC12
NBEAL2	NBEAL2	False	23218	official_exact	NBEAL2
SETD2	SETD2	False	29072	official_exact	SETD2
KIF9-AS1	KIF9-AS1	False	285352	official_exact	KIF9-AS1
KIF9	KIF9	False	64147	official_exact	KIF9
KLHL18	KLHL18	False	23276	official_exact	KLHL18
AC099778.1	AC099778.1	False		unresolved_or_ambiguous	
PTPN23	PTPN23	False	25930	official_exact	PTPN23
SCAP	SCAP	False	22937	official_exact	SCAP
ELP6	ELP6	False	54859	official_exact	ELP6
CSPG5	CSPG5	False	10675	official_exact	CSPG5
SMARCC1	SMARCC1	False	6599	official_exact	SMARCC1
AC112512.1	AC112512.1	False		unresolved_or_ambiguous	
DHX30	DHX30	False	22907	official_exact	DHX30
MAP4	MAP4	False	4134	official_exact	MAP4
CDC25A	CDC25A	False	993	official_exact	CDC25A
CAMP	CAMP	False	820	official_exact	CAMP
ZNF589	ZNF589	False	51385	official_exact	ZNF589
NME6	NME6	False	10201	official_exact	NME6
SPINK8	SPINK8	False	646424	official_exact	SPINK8
FBXW12	FBXW12	False	285231	official_exact	FBXW12
PLXNB1	PLXNB1	False	5364	official_exact	PLXNB1
CCDC51	CCDC51	False	79714	official_exact	CCDC51
TMA7	TMA7	False	51372	official_exact	TMA7
AC134772.1	AC134772.1	False		unresolved_or_ambiguous	
ATRIP	ATRIP	False	84126	official_exact	ATRIP
TREX1	TREX1	False	11277	official_exact	TREX1
SHISA5	SHISA5	False	51246	official_exact	SHISA5
PFKFB4	PFKFB4	False	5210	official_exact	PFKFB4
UCN2	UCN2	False	90226	official_exact	UCN2
COL7A1	COL7A1	False	1294	official_exact	COL7A1
UQCRC1	UQCRC1	False	7384	official_exact	UQCRC1
TMEM89	TMEM89	False	440955	official_exact	TMEM89
SLC26A6	SLC26A6	False	65010	official_exact	SLC26A6
CELSR3	CELSR3	False	1951	official_exact	CELSR3
LINC02585	LINC02585	False	102724368	official_exact	LINC02585
AC141002.1	AC141002.1	False		unresolved_or_ambiguous	
NCKIPSD	NCKIPSD	False	51517	official_exact	NCKIPSD
IP6K2	IP6K2	False	51447	official_exact	IP6K2
PRKAR2A	PRKAR2A	False	5576	official_exact	PRKAR2A
PRKAR2A-AS1	PRKAR2A-AS1	False	100506637	official_exact	PRKAR2A-AS1
SLC25A20	SLC25A20	False	788	official_exact	SLC25A20
ARIH2OS	ARIH2OS	False	646450	official_exact	ARIH2OS
ARIH2	ARIH2	False	10425	official_exact	ARIH2
AC137630.2	AC137630.2	False		unresolved_or_ambiguous	
AC137630.1	AC137630.1	False		unresolved_or_ambiguous	
AC137630.4	AC137630.4	False		unresolved_or_ambiguous	
P4HTM	P4HTM	False	54681	official_exact	P4HTM
WDR6	WDR6	False	11180	official_exact	WDR6
DALRD3	DALRD3	False	55152	official_exact	DALRD3
NDUFAF3	NDUFAF3	False	25915	official_exact	NDUFAF3
IMPDH2	IMPDH2	False	3615	official_exact	IMPDH2
AC137630.3	AC137630.3	False		unresolved_or_ambiguous	
QRICH1	QRICH1	False	54870	official_exact	QRICH1
QARS	QARS	False		unresolved_or_ambiguous	
USP19	USP19	False	10869	official_exact	USP19
LAMB2	LAMB2	False	3913	official_exact	LAMB2
CCDC71	CCDC71	False	64925	official_exact	CCDC71
KLHDC8B	KLHDC8B	False	200942	official_exact	KLHDC8B
C3orf84	C3orf84	False	646498	unique_synonym	CIMIP7
CCDC36	CCDC36	False	339834	unique_synonym	IHO1
AC121247.1	AC121247.1	False		unresolved_or_ambiguous	
C3orf62	C3orf62	False	375341	official_exact	C3orf62
USP4	USP4	False	7375	official_exact	USP4
RHOA	RHOA	False	387	official_exact	RHOA
RHOA-IT1	RHOA-IT1	False	106480739	official_exact	RHOA-IT1
TCTA	TCTA	False	6988	official_exact	TCTA
AMT	AMT	False	275	official_exact	AMT
NICN1	NICN1	False	84276	official_exact	NICN1
DAG1	DAG1	False	1605	official_exact	DAG1
BSN-DT	BSN-DT	False	100132677	official_exact	BSN-DT
BSN	BSN	False	8927	official_exact	BSN
BSN-AS1	BSN-AS1	False	106478963	official_exact	BSN-AS1
APEH	APEH	False	327	official_exact	APEH
MST1	MST1	False	4485	official_exact	MST1
RNF123	RNF123	False	63891	official_exact	RNF123
AMIGO3	AMIGO3	False	386724	official_exact	AMIGO3
GMPPB	GMPPB	False	29925	official_exact	GMPPB
IP6K1	IP6K1	False	9807	official_exact	IP6K1
CDHR4	CDHR4	False	389118	official_exact	CDHR4
INKA1	INKA1	False	389119	official_exact	INKA1
UBA7	UBA7	False	7318	official_exact	UBA7
TRAIP	TRAIP	False	10293	official_exact	TRAIP
CAMKV	CAMKV	False	79012	official_exact	CAMKV
MST1R	MST1R	False	4486	official_exact	MST1R
AC105935.2	AC105935.2	False		unresolved_or_ambiguous	
AC105935.1	AC105935.1	False		unresolved_or_ambiguous	
MON1A	MON1A	False	84315	official_exact	MON1A
RBM6	RBM6	False	10180	official_exact	RBM6
RBM5	RBM5	False	10181	official_exact	RBM5
RBM5-AS1	RBM5-AS1	False	100775107	official_exact	RBM5-AS1
SEMA3F-AS1	SEMA3F-AS1	False	100129060	official_exact	SEMA3F-AS1
SEMA3F	SEMA3F	False	6405	official_exact	SEMA3F
GNAT1	GNAT1	False	2779	official_exact	GNAT1
SLC38A3	SLC38A3	False	10991	official_exact	SLC38A3
GNAI2	GNAI2	False	2771	official_exact	GNAI2
U73169.1	U73169.1	False		unresolved_or_ambiguous	
U73166.1	U73166.1	False		unresolved_or_ambiguous	
SEMA3B-AS1	SEMA3B-AS1	False	101928931	official_exact	SEMA3B-AS1
SEMA3B	SEMA3B	False	7869	official_exact	SEMA3B
LSMEM2	LSMEM2	False	132228	official_exact	LSMEM2
IFRD2	IFRD2	False	7866	official_exact	IFRD2
HYAL3	HYAL3	False	8372	official_exact	HYAL3
NAA80	NAA80	False	24142	official_exact	NAA80
HYAL1	HYAL1	False	3373	official_exact	HYAL1
HYAL2	HYAL2	False	8692	official_exact	HYAL2
TUSC2	TUSC2	False	11334	official_exact	TUSC2
RASSF1	RASSF1	False	11186	official_exact	RASSF1
RASSF1-AS1	RASSF1-AS1	False	102060282	official_exact	RASSF1-AS1
ZMYND10-AS1	ZMYND10-AS1	False	100874210	official_exact	ZMYND10-AS1
ZMYND10	ZMYND10	False	51364	official_exact	ZMYND10
NPRL2	NPRL2	False	10641	official_exact	NPRL2
CYB561D2	CYB561D2	False	11068	official_exact	CYB561D2
TMEM115	TMEM115	False	11070	official_exact	TMEM115
CACNA2D2	CACNA2D2	False	9254	official_exact	CACNA2D2
C3orf18	C3orf18	False	51161	official_exact	C3orf18
HEMK1	HEMK1	False	51409	official_exact	HEMK1
AC096920.1	AC096920.1	False		unresolved_or_ambiguous	
CISH	CISH	False	1154	official_exact	CISH
MAPKAPK3	MAPKAPK3	False	7867	official_exact	MAPKAPK3
LINC02019	LINC02019	False	107986085	official_exact	LINC02019
DOCK3	DOCK3	False	1795	official_exact	DOCK3
MANF	MANF	False	7873	official_exact	MANF
RBM15B	RBM15B	False	29890	official_exact	RBM15B
DCAF1	DCAF1	False	9730	official_exact	DCAF1
RAD54L2	RAD54L2	False	23132	official_exact	RAD54L2
TEX264	TEX264	False	51368	official_exact	TEX264
AC099050.1	AC099050.1	False		unresolved_or_ambiguous	
GRM2	GRM2	False	2912	official_exact	GRM2
IQCF6	IQCF6	False	440956	official_exact	IQCF6
IQCF3	IQCF3	False	401067	official_exact	IQCF3
IQCF2	IQCF2	False	389123	official_exact	IQCF2
IQCF5-AS1	IQCF5-AS1	False	101928999	official_exact	IQCF5-AS1
IQCF5	IQCF5	False	389124	official_exact	IQCF5
IQCF1	IQCF1	False	132141	official_exact	IQCF1
AC115284.4	AC115284.4	False		unresolved_or_ambiguous	
RRP9	RRP9	False	9136	official_exact	RRP9
PARP3	PARP3	False	10039	official_exact	PARP3
GPR62	GPR62	False	118442	official_exact	GPR62
PCBP4	PCBP4	False	57060	official_exact	PCBP4
ABHD14B	ABHD14B	False	84836	official_exact	ABHD14B
ABHD14A	ABHD14A	False	25864	official_exact	ABHD14A
ACY1	ACY1	False	95	official_exact	ACY1
RPL29	RPL29	False	6159	official_exact	RPL29
AC115284.3	AC115284.3	False		unresolved_or_ambiguous	
DUSP7	DUSP7	False	1849	official_exact	DUSP7
POC1A	POC1A	False	25886	official_exact	POC1A
AC097637.3	AC097637.3	False		unresolved_or_ambiguous	
ALAS1	ALAS1	False	211	official_exact	ALAS1
TLR9	TLR9	False	54106	official_exact	TLR9
TWF2	TWF2	False	11344	official_exact	TWF2
AC006252.1	AC006252.1	False		unresolved_or_ambiguous	
PPM1M	PPM1M	False	132160	official_exact	PPM1M
WDR82	WDR82	False	80335	official_exact	WDR82
GLYCTK	GLYCTK	False	132158	official_exact	GLYCTK
GLYCTK-AS1	GLYCTK-AS1	False	100874110	official_exact	GLYCTK-AS1
DNAH1	DNAH1	False	25981	official_exact	DNAH1
BAP1	BAP1	False	8314	official_exact	BAP1
PHF7	PHF7	False	51533	official_exact	PHF7
SEMA3G	SEMA3G	False	56920	official_exact	SEMA3G
TNNC1	TNNC1	False	7134	official_exact	TNNC1
NISCH	NISCH	False	11188	official_exact	NISCH
STAB1	STAB1	False	23166	official_exact	STAB1
NT5DC2	NT5DC2	False	64943	official_exact	NT5DC2
SMIM4	SMIM4	False	440957	unique_synonym	UQCC5
PBRM1	PBRM1	False	55193	official_exact	PBRM1
GNL3	GNL3	False	26354	official_exact	GNL3
GLT8D1	GLT8D1	False	55830	official_exact	GLT8D1
SPCS1	SPCS1	False	28972	official_exact	SPCS1
NEK4	NEK4	False	6787	official_exact	NEK4
ITIH1	ITIH1	False	3697	official_exact	ITIH1
ITIH3	ITIH3	False	3699	official_exact	ITIH3
ITIH4	ITIH4	False	3700	official_exact	ITIH4
ITIH4-AS1	ITIH4-AS1	False	100873993	official_exact	ITIH4-AS1
MUSTN1	MUSTN1	False	389125	official_exact	MUSTN1
STIMATE	STIMATE	False	375346	official_exact	STIMATE
SFMBT1	SFMBT1	False	51460	official_exact	SFMBT1
RFT1	RFT1	False	91869	official_exact	RFT1
PRKCD	PRKCD	False	5580	official_exact	PRKCD
AC097015.1	AC097015.1	False		unresolved_or_ambiguous	
TKT	TKT	False	7086	official_exact	TKT
DCP1A	DCP1A	False	55802	official_exact	DCP1A
CACNA1D	CACNA1D	False	776	official_exact	CACNA1D
AC012467.1	AC012467.1	False		unresolved_or_ambiguous	
CHDH	CHDH	False	55349	official_exact	CHDH
IL17RB	IL17RB	False	55540	official_exact	IL17RB
AC012467.2	AC012467.2	False		unresolved_or_ambiguous	
ACTR8	ACTR8	False	93973	official_exact	ACTR8
SELENOK	SELENOK	False	58515	official_exact	SELENOK
AC115282.2	AC115282.2	False		unresolved_or_ambiguous	
AC115282.1	AC115282.1	False		unresolved_or_ambiguous	
CACNA2D3	CACNA2D3	False	55799	official_exact	CACNA2D3
ESRG	ESRG	False	790952	official_exact	ESRG
CACNA2D3-AS1	CACNA2D3-AS1	False	100874237	official_exact	CACNA2D3-AS1
LRTM1	LRTM1	False	57408	official_exact	LRTM1
AC092059.1	AC092059.1	False		unresolved_or_ambiguous	
LINC02017	LINC02017	False	105377096	official_exact	LINC02017
LINC02030	LINC02030	False	105377098	official_exact	LINC02030
AC121764.2	AC121764.2	False		unresolved_or_ambiguous	
AC121764.3	AC121764.3	False		unresolved_or_ambiguous	
WNT5A	WNT5A	False	7474	official_exact	WNT5A
WNT5A-AS1	WNT5A-AS1	False	100874008	official_exact	WNT5A-AS1
AC121764.1	AC121764.1	False		unresolved_or_ambiguous	
ERC2	ERC2	False	26059	official_exact	ERC2
AC025572.1	AC025572.1	False		unresolved_or_ambiguous	
ERC2-IT1	ERC2-IT1	False	711	official_exact	ERC2-IT1
CCDC66	CCDC66	False	285331	official_exact	CCDC66
TASOR	TASOR	False	23272	official_exact	TASOR
ARHGEF3	ARHGEF3	False	50650	official_exact	ARHGEF3
ARHGEF3-AS1	ARHGEF3-AS1	False	100874200	official_exact	ARHGEF3-AS1
SPATA12	SPATA12	False	353324	official_exact	SPATA12
AC097358.2	AC097358.2	False		unresolved_or_ambiguous	
IL17RD	IL17RD	False	54756	official_exact	IL17RD
HESX1	HESX1	False	8820	official_exact	HESX1
APPL1	APPL1	False	26060	official_exact	APPL1
ASB14	ASB14	False	142686	official_exact	ASB14
AC093928.1	AC093928.1	False		unresolved_or_ambiguous	
DNAH12	DNAH12	False	201625	official_exact	DNAH12
AC092418.2	AC092418.2	False		unresolved_or_ambiguous	
PDE12	PDE12	False	201626	official_exact	PDE12
ARF4	ARF4	False	378	official_exact	ARF4
ARF4-AS1	ARF4-AS1	False	106144532	official_exact	ARF4-AS1
DENND6A	DENND6A	False	201627	official_exact	DENND6A
DENND6A-AS1	DENND6A-AS1	False	106144528	official_exact	DENND6A-AS1
DENND6A-DT	DENND6A-DT	False	101929159	official_exact	DENND6A-DT
SLMAP	SLMAP	False	7871	official_exact	SLMAP
FLNB	FLNB	False	2317	official_exact	FLNB
FLNB-AS1	FLNB-AS1	False	105377105	official_exact	FLNB-AS1
AC137936.1	AC137936.1	False		unresolved_or_ambiguous	
DNASE1L3	DNASE1L3	False	1776	official_exact	DNASE1L3
ABHD6	ABHD6	False	57406	official_exact	ABHD6
HTD2-RPP14	HTD2-RPP14	False		unresolved_or_ambiguous	
AC098479.1	AC098479.1	False		unresolved_or_ambiguous	
PXK	PXK	False	54899	official_exact	PXK
PDHB	PDHB	False	5162	official_exact	PDHB
AC135507.1	AC135507.1	False		unresolved_or_ambiguous	
