ensembl_gene_id	human_gene_id	current_symbol_cache	type_of_gene_cache	ensembl_mapping_is_one_to_one	present_in_GSE302658	current_symbol_rebuilt	type_of_gene_rebuilt	rebuilt_one_to_one	_merge
ENSG00000012660	60481	ELOVL5	protein-coding	True	True	ELOVL5	protein-coding	True	both
ENSG00000012779	240	ALOX5	protein-coding	True	True	ALOX5	protein-coding	True	both
ENSG00000012817	8284	KDM5D	protein-coding	True	True	KDM5D	protein-coding	True	both
ENSG00000012822	57658	CALCOCO1	protein-coding	True	True	CALCOCO1	protein-coding	True	both
ENSG00000012963	55148	UBR7	protein-coding	True	True	UBR7	protein-coding	True	both
ENSG00000012983	11183	MAP4K5	protein-coding	True	True	MAP4K5	protein-coding	True	both
ENSG00000013016	30845	EHD3	protein-coding	True	True	EHD3	protein-coding	True	both
ENSG00000013275	5704	PSMC4	protein-coding	True	True	PSMC4	protein-coding	True	both
ENSG00000013288	23324	MAN2B2	protein-coding	True	True	MAN2B2	protein-coding	True	both
ENSG00000013293	57709	SLC7A14	protein-coding	True	True	SLC7A14	protein-coding	True	both
ENSG00000013297	5010	CLDN11	protein-coding	True	True	CLDN11	protein-coding	True	both
ENSG00000013306	51629	SLC25A39	protein-coding	True	True	SLC25A39	protein-coding	True	both
ENSG00000013364	9961	MVP	protein-coding	True	True	MVP	protein-coding	True	both
ENSG00000013374	51667	NUB1	protein-coding	True	True	NUB1	protein-coding	True	both
ENSG00000013375	5238	PGM3	protein-coding	True	True	PGM3	protein-coding	True	both
ENSG00000013392	112611	RWDD2A	protein-coding	True	True	RWDD2A	protein-coding	True	both
ENSG00000013441	1195	CLK1	protein-coding	True	True	CLK1	protein-coding	True	both
ENSG00000013503	55703	POLR3B	protein-coding	True	True	POLR3B	protein-coding	True	both
ENSG00000013523	23357	ANGEL1	protein-coding	True	True	ANGEL1	protein-coding	True	both
ENSG00000013561	9604	RNF14	protein-coding	True	True	RNF14	protein-coding	True	both
ENSG00000013563	1774	DNASE1L1	protein-coding	True	True	DNASE1L1	protein-coding	True	both
ENSG00000013573	1663	DDX11	protein-coding	True	True	DDX11	protein-coding	True	both
ENSG00000013583	50865	HEBP1	protein-coding	True	True	HEBP1	protein-coding	True	both
ENSG00000013588	9052	GPRC5A	protein-coding	True	True	GPRC5A	protein-coding	True	both
ENSG00000013619	10046	MAMLD1	protein-coding	True	True	MAMLD1	protein-coding	True	both
ENSG00000013725	923	CD6	protein-coding	True	True	CD6	protein-coding	True	both
ENSG00000013810	10460	TACC3	protein-coding	True	True	TACC3	protein-coding	True	both
ENSG00000014123	23376	UFL1	protein-coding	True	True	UFL1	protein-coding	True	both
ENSG00000014138	23649	POLA2	protein-coding	True	True	POLA2	protein-coding	True	both
ENSG00000014164	23144	ZC3H3	protein-coding	True	True	ZC3H3	protein-coding	True	both
ENSG00000014216	823	CAPN1	protein-coding	True	True	CAPN1	protein-coding	True	both
ENSG00000014257	55	ACP3	protein-coding	True	True	ACP3	protein-coding	True	both
ENSG00000014641	4190	MDH1	protein-coding	True	True	MDH1	protein-coding	True	both
ENSG00000014824	10463	SLC30A9	protein-coding	True	True	SLC30A9	protein-coding	True	both
ENSG00000014914	10903	MTMR11	protein-coding	True	True	MTMR11	protein-coding	True	both
ENSG00000014919	1355	COX15	protein-coding	True	True	COX15	protein-coding	True	both
ENSG00000015133	440193	CCDC88C	protein-coding	True	True	CCDC88C	protein-coding	True	both
ENSG00000015153	10138	YAF2	protein-coding	True	True	YAF2	protein-coding	True	both
ENSG00000015171	10771	ZMYND11	protein-coding	True	True	ZMYND11	protein-coding	True	both
ENSG00000015285	7454	WAS	protein-coding	True	True	WAS	protein-coding	True	both
ENSG00000015413	1800	DPEP1	protein-coding	True	True	DPEP1	protein-coding	True	both
ENSG00000015475	637	BID	protein-coding	True	True	BID	protein-coding	True	both
ENSG00000015479	9782	MATR3	protein-coding	True	True	MATR3	protein-coding	True	both
ENSG00000015520	29881	NPC1L1	protein-coding	True	True	NPC1L1	protein-coding	True	both
ENSG00000015532	64132	XYLT2	protein-coding	True	True	XYLT2	protein-coding	True	both
ENSG00000015568	84220	RGPD5	protein-coding	True	True	RGPD5	protein-coding	True	both
ENSG00000015592	81551	STMN4	protein-coding	True	True	STMN4	protein-coding	True	both
ENSG00000015676	23386	NUDCD3	protein-coding	True	True	NUDCD3	protein-coding	True	both
ENSG00000016082	3670	ISL1	protein-coding	True	True	ISL1	protein-coding	True	both
ENSG00000016391	55349	CHDH	protein-coding	True	True	CHDH	protein-coding	True	both
ENSG00000016402	53832	IL20RA	protein-coding	True	True	IL20RA	protein-coding	True	both
ENSG00000016490	1179	CLCA1	protein-coding	True	True	CLCA1	protein-coding	True	both
ENSG00000016602	22802	CLCA4	protein-coding	True	True	CLCA4	protein-coding	True	both
ENSG00000016864	55830	GLT8D1	protein-coding	True	True	GLT8D1	protein-coding	True	both
ENSG00000017260	27032	ATP2C1	protein-coding	True	True	ATP2C1	protein-coding	True	both
ENSG00000017427	3479	IGF1	protein-coding	True	True	IGF1	protein-coding	True	both
ENSG00000017483	92745	SLC38A5	protein-coding	True	True	SLC38A5	protein-coding	True	both
ENSG00000017797	10928	RALBP1	protein-coding	True	True	RALBP1	protein-coding	True	both
ENSG00000018189	22902	RUFY3	protein-coding	True	True	RUFY3	protein-coding	True	both
ENSG00000018236	1272	CNTN1	protein-coding	True	True	CNTN1	protein-coding	True	both
ENSG00000018280	6556	SLC11A1	protein-coding	True	True	SLC11A1	protein-coding	True	both
ENSG00000018408	25937	WWTR1	protein-coding	True	True	WWTR1	protein-coding	True	both
ENSG00000018510	8540	AGPS	protein-coding	True	True	AGPS	protein-coding	True	both
ENSG00000018610	63932	STEEP1	protein-coding	True	True	STEEP1	protein-coding	True	both
ENSG00000018625	477	ATP1A2	protein-coding	True	True	ATP1A2	protein-coding	True	both
ENSG00000018699	55622	TTC27	protein-coding	True	True	TTC27	protein-coding	True	both
ENSG00000018869	147948	ZNF582	protein-coding	True	True	ZNF582	protein-coding	True	both
ENSG00000019102	23584	VSIG2	protein-coding	True	True	VSIG2	protein-coding	True	both
ENSG00000019144	23187	PHLDB1	protein-coding	True	True	PHLDB1	protein-coding	True	both
ENSG00000019169	8685	MARCO	protein-coding	True	True	MARCO	protein-coding	True	both
ENSG00000019186	1591	CYP24A1	protein-coding	True	True	CYP24A1	protein-coding	True	both
ENSG00000019485	56981	PRDM11	protein-coding	True	True	PRDM11	protein-coding	True	both
ENSG00000019505	57586	SYT13	protein-coding	True	True	SYT13	protein-coding	True	both
ENSG00000019549	6591	SNAI2	protein-coding	True	True	SNAI2	protein-coding	True	both
ENSG00000019582	972	CD74	protein-coding	True	True	CD74	protein-coding	True	both
ENSG00000019991	3082	HGF	protein-coding	True	True	HGF	protein-coding	True	both
ENSG00000019995	54764	ZRANB1	protein-coding	True	True	ZRANB1	protein-coding	True	both
ENSG00000020129	23154	NCDN	protein-coding	True	True	NCDN	protein-coding	True	both
ENSG00000020181	25960	ADGRA2	protein-coding	True	True	ADGRA2	protein-coding	True	both
ENSG00000020219	155100	CCT8L1P	pseudo	True	True	CCT8L1P	pseudo	True	both
ENSG00000020256	55734	ZFP64	protein-coding	True	True	ZFP64	protein-coding	True	both
ENSG00000020426	4331	MNAT1	protein-coding	True	True	MNAT1	protein-coding	True	both
ENSG00000020577	23034	SAMD4A	protein-coding	True	True	SAMD4A	protein-coding	True	both
ENSG00000020633	864	RUNX3	protein-coding	True	True	RUNX3	protein-coding	True	both
ENSG00000020922	4361	MRE11	protein-coding	True	True	MRE11	protein-coding	True	both
ENSG00000021300	58473	PLEKHB1	protein-coding	True	True	PLEKHB1	protein-coding	True	both
ENSG00000021355	1992	SERPINB1	protein-coding	True	True	SERPINB1	protein-coding	True	both
ENSG00000021461	64816	CYP3A43	protein-coding	True	True	CYP3A43	protein-coding	True	both
ENSG00000021488	11136	SLC7A9	protein-coding	True	True	SLC7A9	protein-coding	True	both
ENSG00000021574	6683	SPAST	protein-coding	True	True	SPAST	protein-coding	True	both
ENSG00000021645	9369	NRXN3	protein-coding	True	True	NRXN3	protein-coding	True	both
ENSG00000021762	114879	OSBPL5	protein-coding	True	True	OSBPL5	protein-coding	True	both
ENSG00000021776	9716	AQR	protein-coding	True	True	AQR	protein-coding	True	both
ENSG00000021826	1373	CPS1	protein-coding	True	True	CPS1	protein-coding	True	both
ENSG00000021852	732	C8B	protein-coding	True	True	C8B	protein-coding	True	both
ENSG00000022267	2273	FHL1	protein-coding	True	True	FHL1	protein-coding	True	both
ENSG00000022277	51507	RTF2	protein-coding	True	True	RTF2	protein-coding	True	both
ENSG00000022355	2554	GABRA1	protein-coding	True	True	GABRA1	protein-coding	True	both
ENSG00000022556	55655	NLRP2	protein-coding	True	True	NLRP2	protein-coding	True	both
ENSG00000022567	57210	SLC45A4	protein-coding	True	True	SLC45A4	protein-coding	True	both
ENSG00000022840	9921	RNF10	protein-coding	True	True	RNF10	protein-coding	True	both
ENSG00000022976	55778	ZNF839	protein-coding	True	True	ZNF839	protein-coding	True	both
ENSG00000023041	64429	ZDHHC6	protein-coding	True	True	ZDHHC6	protein-coding	True	both
ENSG00000023171	57476	GRAMD1B	protein-coding	True	True	GRAMD1B	protein-coding	True	both
ENSG00000023191	6050	RNH1	protein-coding	True	True	RNH1	protein-coding	True	both
ENSG00000023228	4719	NDUFS1	protein-coding	True	True	NDUFS1	protein-coding	True	both
ENSG00000023287	9821	RB1CC1	protein-coding	True	True	RB1CC1	protein-coding	True	both
ENSG00000023318	23071	ERP44	protein-coding	True	True	ERP44	protein-coding	True	both
ENSG00000023330	211	ALAS1	protein-coding	True	True	ALAS1	protein-coding	True	both
ENSG00000023445	330	BIRC3	protein-coding	True	True	BIRC3	protein-coding	True	both
ENSG00000023516	11215	AKAP11	protein-coding	True	True	AKAP11	protein-coding	True	both
ENSG00000023572	51022	GLRX2	protein-coding	True	True	GLRX2	protein-coding	True	both
ENSG00000023608	6617	SNAPC1	protein-coding	True	True	SNAPC1	protein-coding	True	both
ENSG00000023697	51071	DERA	protein-coding	True	True	DERA	protein-coding	True	both
ENSG00000023734	11171	STRAP	protein-coding	True	True	STRAP	protein-coding	True	both
ENSG00000023839	1244	ABCC2	protein-coding	True	True	ABCC2	protein-coding	True	both
ENSG00000023892	50619	DEF6	protein-coding	True	True	DEF6	protein-coding	True	both
ENSG00000023902	51177	PLEKHO1	protein-coding	True	True	PLEKHO1	protein-coding	True	both
ENSG00000023909	2730	GCLM	protein-coding	True	True	GCLM	protein-coding	True	both
ENSG00000024048	23304	UBR2	protein-coding	True	True	UBR2	protein-coding	True	both
ENSG00000024422	30846	EHD2	protein-coding	True	True	EHD2	protein-coding	True	both
ENSG00000024526	55635	DEPDC1	protein-coding	True	True	DEPDC1	protein-coding	True	both
ENSG00000024862	25901	CCDC28A	protein-coding	True	True	CCDC28A	protein-coding	True	both
ENSG00000025039	58528	RRAGD	protein-coding	True	True	RRAGD	protein-coding	True	both
ENSG00000025156	3298	HSF2	protein-coding	True	True	HSF2	protein-coding	True	both
ENSG00000025293	51230	PHF20	protein-coding	True	True	PHF20	protein-coding	True	both
ENSG00000025423	8630	HSD17B6	protein-coding	True	True	HSD17B6	protein-coding	True	both
ENSG00000025434	10062	NR1H3	protein-coding	True	True	NR1H3	protein-coding	True	both
ENSG00000025708	1890	TYMP	protein-coding	True	True	TYMP	protein-coding	True	both
ENSG00000025770	29781	NCAPH2	protein-coding	True	True	NCAPH2	protein-coding	True	both
ENSG00000025772	10953	TOMM34	protein-coding	True	True	TOMM34	protein-coding	True	both
ENSG00000025796	11231	SEC63	protein-coding	True	True	SEC63	protein-coding	True	both
ENSG00000025800	23633	KPNA6	protein-coding	True	True	KPNA6	protein-coding	True	both
ENSG00000026025	7431	VIM	protein-coding	True	True	VIM	protein-coding	True	both
ENSG00000026036	100533107	RTEL1-TNFRSF6B	ncRNA	True	True	RTEL1-TNFRSF6B	ncRNA	True	both
ENSG00000026103	355	FAS	protein-coding	True	True	FAS	protein-coding	True	both
ENSG00000026297	8635	RNASET2	protein-coding	True	True	RNASET2	protein-coding	True	both
ENSG00000026508	960	CD44	protein-coding	True	True	CD44	protein-coding	True	both
ENSG00000026559	3755	KCNG1	protein-coding	True	True	KCNG1	protein-coding	True	both
ENSG00000026652	56895	AGPAT4	protein-coding	True	True	AGPAT4	protein-coding	True	both
ENSG00000026751	57823	SLAMF7	protein-coding	True	True	SLAMF7	protein-coding	True	both
ENSG00000026950	11119	BTN3A1	protein-coding	True	True	BTN3A1	protein-coding	True	both
ENSG00000027001	4285	MIPEP	protein-coding	True	True	MIPEP	protein-coding	True	both
ENSG00000027075	5583	PRKCH	protein-coding	True	True	PRKCH	protein-coding	True	both
ENSG00000027644	3645	INSRR	protein-coding	True	True	INSRR	protein-coding	True	both
ENSG00000027697	3459	IFNGR1	protein-coding	True	True	IFNGR1	protein-coding	True	both
ENSG00000027847	11285	B4GALT7	protein-coding	True	True	B4GALT7	protein-coding	True	both
ENSG00000027869	9047	SH2D2A	protein-coding	True	True	SH2D2A	protein-coding	True	both
ENSG00000028116	7444	VRK2	protein-coding	True	True	VRK2	protein-coding	True	both
ENSG00000028137	7133	TNFRSF1B	protein-coding	True	True	TNFRSF1B	protein-coding	True	both
ENSG00000028203	55591	VEZT	protein-coding	True	True	VEZT	protein-coding	True	both
ENSG00000028277	5452	POU2F2	protein-coding	True	True	POU2F2	protein-coding	True	both
ENSG00000028310	65980	BRD9	protein-coding	True	True	BRD9	protein-coding	True	both
ENSG00000028528	6642	SNX1	protein-coding	True	True	SNX1	protein-coding	True	both
ENSG00000028839	9519	TBPL1	protein-coding	True	True	TBPL1	protein-coding	True	both
ENSG00000029153	56938	BMAL2	protein-coding	True	True	BMAL2	protein-coding	True	both
ENSG00000029363	9774	BCLAF1	protein-coding	True	True	BCLAF1	protein-coding	True	both
ENSG00000029364	55334	SLC39A9	protein-coding	True	True	SLC39A9	protein-coding	True	both
ENSG00000029534	286	ANK1	protein-coding	True	True	ANK1	protein-coding	True	both
ENSG00000029559	3381	IBSP	protein-coding	True	True	IBSP	protein-coding	True	both
ENSG00000029639	51106	TFB1M	protein-coding	True	True	TFB1M	protein-coding	True	both
ENSG00000029725	9135	RABEP1	protein-coding	True	True	RABEP1	protein-coding	True	both
ENSG00000029993	3149	HMGB3	protein-coding	True	True	HMGB3	protein-coding	True	both
ENSG00000030066	23279	NUP160	protein-coding	True	True	NUP160	protein-coding	True	both
ENSG00000030110	578	BAK1	protein-coding	True	True	BAK1	protein-coding	True	both
ENSG00000030304	4593	MUSK	protein-coding	True	True	MUSK	protein-coding	True	both
ENSG00000030419	22807	IKZF2	protein-coding	True	True	IKZF2	protein-coding	True	both
ENSG00000030582	2896	GRN	protein-coding	True	True	GRN	protein-coding	True	both
ENSG00000031003	51306	FAM13B	protein-coding	True	True	FAM13B	protein-coding	True	both
ENSG00000031081	57514	ARHGAP31	protein-coding	True	True	ARHGAP31	protein-coding	True	both
ENSG00000031691	55166	CENPQ	protein-coding	True	True	CENPQ	protein-coding	True	both
ENSG00000031698	6301	SARS1	protein-coding	True	True	SARS1	protein-coding	True	both
ENSG00000031823	8498	RANBP3	protein-coding	True	True	RANBP3	protein-coding	True	both
ENSG00000032219	5926	ARID4A	protein-coding	True	True	ARID4A	protein-coding	True	both
ENSG00000032389	7260	EIPR1	protein-coding	True	True	EIPR1	protein-coding	True	both
ENSG00000032444	10908	PNPLA6	protein-coding	True	True	PNPLA6	protein-coding	True	both
ENSG00000032742	8100	IFT88	protein-coding	True	True	IFT88	protein-coding	True	both
ENSG00000033011	56052	ALG1	protein-coding	True	True	ALG1	protein-coding	True	both
ENSG00000033030	55596	ZCCHC8	protein-coding	True	True	ZCCHC8	protein-coding	True	both
ENSG00000033050	10061	ABCF2	protein-coding	True	True	ABCF2	protein-coding	True	both
ENSG00000033100	54480	CHPF2	protein-coding	True	True	CHPF2	protein-coding	True	both
ENSG00000033122	57554	LRRC7	protein-coding	True	True	LRRC7	protein-coding	True	both
ENSG00000033170	2530	FUT8	protein-coding	True	True	FUT8	protein-coding	True	both
ENSG00000033178	55236	UBA6	protein-coding	True	True	UBA6	protein-coding	True	both
ENSG00000033327	9846	GAB2	protein-coding	True	True	GAB2	protein-coding	True	both
ENSG00000033627	535	ATP6V0A1	protein-coding	True	True	ATP6V0A1	protein-coding	True	both
ENSG00000033800	8554	PIAS1	protein-coding	True	True	PIAS1	protein-coding	True	both
ENSG00000033867	9497	SLC4A7	protein-coding	True	True	SLC4A7	protein-coding	True	both
ENSG00000034053	321	APBA2	protein-coding	True	True	APBA2	protein-coding	True	both
ENSG00000034152	5606	MAP2K3	protein-coding	True	True	MAP2K3	protein-coding	True	both
ENSG00000034239	79645	CLXN	protein-coding	True	True	CLXN	protein-coding	True	both
ENSG00000034510	9168	TMSB10	protein-coding	True	True	TMSB10	protein-coding	True	both
ENSG00000034533	28990	ASTE1	protein-coding	True	True	ASTE1	protein-coding	True	both
ENSG00000034677	25897	RNF19A	protein-coding	True	True	RNF19A	protein-coding	True	both
ENSG00000034693	8504	PEX3	protein-coding	True	True	PEX3	protein-coding	True	both
ENSG00000034713	11345	GABARAPL2	protein-coding	True	True	GABARAPL2	protein-coding	True	both
ENSG00000034971	4653	MYOC	protein-coding	True	True	MYOC	protein-coding	True	both
ENSG00000035115	26751	SH3YL1	protein-coding	True	True	SH3YL1	protein-coding	True	both
ENSG00000035141	84908	TIMCC	protein-coding	True	True	TIMCC	protein-coding	True	both
ENSG00000035403	7414	VCL	protein-coding	True	True	VCL	protein-coding	True	both
ENSG00000035499	55789	DEPDC1B	protein-coding	True	True	DEPDC1B	protein-coding	True	both
ENSG00000035664	23604	DAPK2	protein-coding	True	True	DAPK2	protein-coding	True	both
ENSG00000035681	8439	NSMAF	protein-coding	True	True	NSMAF	protein-coding	True	both
ENSG00000035687	159	ADSS2	protein-coding	True	True	ADSS2	protein-coding	True	both
ENSG00000035720	26228	STAP1	protein-coding	True	True	STAP1	protein-coding	True	both
ENSG00000035862	7077	TIMP2	protein-coding	True	True	TIMP2	protein-coding	True	both
ENSG00000035928	5981	RFC1	protein-coding	True	True	RFC1	protein-coding	True	both
ENSG00000036054	55773	TBC1D23	protein-coding	True	True	TBC1D23	protein-coding	True	both
ENSG00000036257	8452	CUL3	protein-coding	True	True	CUL3	protein-coding	True	both
ENSG00000036448	9172	MYOM2	protein-coding	True	True	MYOM2	protein-coding	True	both
